property_address,sale_price,sale_date,city,state,latitude,longitude,zip_code
"4809  NEBRASKA AVE, Nashville, TN",230000,2013-02-01,NASHVILLE,TN,36.1431614,-86.8444765,37209.0
"5416  OAKMONT CIR, Nashville, TN",203500,2013-02-22,NASHVILLE,TN,36.1403602,-86.8506493,37209.0
"162  LELAWOOD CIR, Nashville, TN",350000,2013-02-08,NASHVILLE,TN,36.1355756,-86.8642691,37209.0
"229  LAUDERDALE RD, Nashville, TN",551500,2013-02-14,NASHVILLE,TN,36.1338925,-86.8391201,37205.0
"134 A  40TH AVE N, Nashville, TN",220000,2013-02-15,NASHVILLE,TN,36.1511406,-86.8338027,37209.0
"3713  PRINCETON AVE, Nashville, TN",320000,2013-02-22,NASHVILLE,TN,36.1367531,-86.830803,37205.0
"3602  WESTBROOK AVE, Nashville, TN",357500,2013-02-19,NASHVILLE,TN,36.139791,-86.827557,37205.0
"3325  LOVE CIR, Nashville, TN",800000,2013-02-14,NASHVILLE,TN,36.1392265,-86.8158456,37212.0
"3721  CENTRAL AVE, Nashville, TN",563570,2013-02-14,NASHVILLE,TN,36.1357578,-86.8296445,37205.0
"205  BOWLING AVE, Nashville, TN",1125000,2013-02-25,NASHVILLE,TN,36.1337587,-86.8254322,37205.0
"2618  ASHWOOD AVE, Nashville, TN",425000,2013-02-01,NASHVILLE,TN,36.1304389,-86.8107871,37212.0
"2702  WESTWOOD AVE, Nashville, TN",425000,2013-02-13,NASHVILLE,TN,36.1271555,-86.8107179,37212.0
"2503  WESTWOOD AVE, Nashville, TN",368000,2013-02-26,NASHVILLE,TN,36.1266303,-86.8073593,37212.0
"2617  ASHWOOD AVE, Nashville, TN",810000,2013-02-15,NASHVILLE,TN,36.1302722,-86.8107891,37212.0
"1808  SWEETBRIAR AVE, Nashville, TN",307000,2013-02-15,NASHVILLE,TN,36.125298,-86.7987126,37212.0
"1030  VILLA PL, Nashville, TN",510000,2013-02-15,NASHVILLE,TN,36.1458679,-86.7913389,37212.0
"1000  SOUTHSIDE PL, Nashville, TN",125000,2013-02-01,NASHVILLE,TN,36.146296,-86.782711,37203.0
"2200  LINDELL AVE, Nashville, TN",175000,2013-02-22,NASHVILLE,TN,36.1301821,-86.7740974,37204.0
"762  BROOK HOLLOW RD, Nashville, TN",268900,2013-02-11,NASHVILLE,TN,36.1251284,-86.8860348,37205.0
"6563  BROWNLEE DR, Nashville, TN",390000,2013-02-01,NASHVILLE,TN,36.1145905,-86.9050783,37205.0
"6525  CORNWALL DR, Nashville, TN",363500,2013-02-27,NASHVILLE,TN,36.1101413,-86.9003931,37205.0
"158  WOODMONT BLVD, Nashville, TN",430000,2013-02-01,NASHVILLE,TN,36.1190363,-86.8420285,37205.0
"611  ESTES RD, Nashville, TN",639900,2013-02-15,NASHVILLE,TN,36.122612,-86.835625,37215.0
"317  WALNUT DR, Nashville, TN",840000,2013-02-28,NASHVILLE,TN,36.2870425,-86.7495207,37072.0
"6029  SEDBERRY RD, Nashville, TN",307400,2013-02-26,NASHVILLE,TN,36.1049184,-86.8715285,37205.0
"1907  CEDAR LN, Nashville, TN",525000,2013-02-25,NASHVILLE,TN,36.1224901,-86.8007626,37212.0
"2430  BEAR RD, Nashville, TN",1700000,2013-02-19,NASHVILLE,TN,36.1120636,-86.8208183,37215.0
"2431  BEAR RD, Nashville, TN",900000,2013-02-01,NASHVILLE,TN,36.1122503,-86.8219217,37215.0
"1039  DRAUGHON AVE, Nashville, TN",313200,2013-02-27,NASHVILLE,TN,36.1099016,-86.7892213,37204.0
"3617  GENERAL BATE DR, Nashville, TN",460000,2013-02-15,NASHVILLE,TN,36.1070841,-86.7852285,37204.0
"4309  SNEED RD, Nashville, TN",561110,2013-02-25,NASHVILLE,TN,36.0984272,-86.8367655,37215.0
"1107  WOODVALE DR, Nashville, TN",245000,2013-02-15,NASHVILLE,TN,36.1020911,-86.7953646,37204.0
"4821  BELMONT PARK TER, Nashville, TN",490000,2013-02-14,NASHVILLE,TN,36.0822902,-86.808883,37215.0
"828  OTTER CREEK RD, Nashville, TN",1550000,2013-02-15,NASHVILLE,TN,36.0664064,-86.7772283,37220.0
"1706  OLD HICKORY BLVD, Nashville, TN",566920,2013-02-28,BRENTWOOD,TN,36.042845,-86.840275,37027.0
"1428  OLD HICKORY BLVD, Nashville, TN",650000,2013-02-04,BRENTWOOD,TN,36.0428064,-86.8287534,37027.0
"2138  15TH AVE N, Nashville, TN",3960,2013-02-08,NASHVILLE,TN,36.1873694,-86.8112207,37208.0
"2107  18TH AVE N, Nashville, TN",42500,2013-02-13,NASHVILLE,TN,36.1857219,-86.8121734,37208.0
"2107  18TH AVE N, Nashville, TN",42500,2013-02-13,NASHVILLE,TN,36.1857219,-86.8121734,37208.0
"1714  ST LOUIS ST, Nashville, TN",25000,2013-02-01,NASHVILLE,TN,36.1811795,-86.8120554,37208.0
"1917  CEPHAS ST, Nashville, TN",25000,2013-02-01,NASHVILLE,TN,36.1823603,-86.8065904,37208.0
"1751  16TH AVE N, Nashville, TN",7000,2013-02-20,NASHVILLE,TN,36.1790165,-86.8088228,37208.0
"1409  22ND AVE N, Nashville, TN",9500,2013-02-19,NASHVILLE,TN,36.1715122,-86.8114495,37208.0
"1809  UNDERWOOD ST, Nashville, TN",108000,2013-02-15,NASHVILLE,TN,36.1732038,-86.8085182,37208.0
"1814  KNOWLES ST, Nashville, TN",22700,2013-02-01,NASHVILLE,TN,36.1723901,-86.808274,37208.0
"641  RIVER ROUGE DR, Nashville, TN",290000,2013-02-01,NASHVILLE,TN,36.1529479,-86.8869533,37209.0
"615  RIES AVE, Nashville, TN",85400,2013-02-14,NASHVILLE,TN,36.1580484,-86.8735513,37209.0
"5412  KENTUCKY AVE, Nashville, TN",107500,2013-02-07,NASHVILLE,TN,36.1597784,-86.8532998,37209.0
"616 A  EASTBORO DR, Nashville, TN",145000,2013-02-15,NASHVILLE,TN,36.1531093,-86.8680033,37209.0
"4703  ILLINOIS AVE, Nashville, TN",229900,2013-02-13,NASHVILLE,TN,36.15772,-86.8439497,37209.0
"5002  DELAWARE AVE, Nashville, TN",70500,2013-02-20,NASHVILLE,TN,36.1543747,-86.8477285,37209.0
"4703 B  ILLINOIS AVE, Nashville, TN",229900,2013-02-11,NASHVILLE,TN,36.1576926,-86.8470486,37209.0
"2905  CLIFTON AVE, Nashville, TN",20000,2013-02-08,NASHVILLE,TN,36.1590605,-86.8229263,37209.0
"6653  CABOT DR, Nashville, TN",60000,2013-02-13,NASHVILLE,TN,36.1371631,-86.8927354,37209.0
"3018  HUMMINGBIRD DR, Nashville, TN",46000,2013-02-13,NASHVILLE,TN,36.2189657,-86.8226085,37218.0
"762  MOORMANS ARM RD, Nashville, TN",75000,2013-02-08,NASHVILLE,TN,36.215105,-86.816873,37207.0
"4301  ENCHANTED CIR, Nashville, TN",122500,2013-02-22,NASHVILLE,TN,36.2086444,-86.857135,37218.0
"621  GAYLEMORE DR, Nashville, TN",129900,2013-02-08,GOODLETTSVILLE,TN,36.3676965,-86.7324347,37072.0
"4225  WINTERBROOK RD, Nashville, TN",52000,2013-02-25,NASHVILLE,TN,36.2826008,-86.7868039,37207.0
"3975  LAWING DR, Nashville, TN",160000,2013-02-15,NASHVILLE,TN,36.2722789,-86.7657868,37207.0
"1304  TUCKAHOE DR, Nashville, TN",104400,2013-02-25,NASHVILLE,TN,36.255437,-86.7656146,37207.0
"3717  VILLAGE TRL, Nashville, TN",62500,2013-02-20,NASHVILLE,TN,36.2477606,-86.7718628,37207.0
"118  SHEPHERD HILLS DR, Nashville, TN",70000,2013-02-06,MADISON,TN,36.2984872,-86.6925306,37115.0
"837  E MEADE AVE, Nashville, TN",75000,2013-02-12,MADISON,TN,36.2536263,-86.7142856,37115.0
"337  HARRIS ST, Nashville, TN",35000,2013-02-15,MADISON,TN,36.2578691,-86.7082003,37115.0
"571  NEELYS BEND RD, Nashville, TN",123500,2013-02-15,MADISON,TN,36.2545445,-86.70148,37115.0
"328  MADISON BLVD, Nashville, TN",68000,2013-02-13,MADISON,TN,36.2523618,-86.7085053,37115.0
"828  NEELYS BEND RD, Nashville, TN",155000,2013-02-05,MADISON,TN,36.2519458,-86.6932241,37115.0
"3105  HILLSIDE RD, Nashville, TN",67000,2013-02-14,NASHVILLE,TN,36.229663,-86.756233,37207.0
"205  BEN ALLEN RD, Nashville, TN",90000,2013-02-26,NASHVILLE,TN,36.2201303,-86.7440811,37216.0
"2730  OAKWOOD AVE, Nashville, TN",103900,2013-02-25,NASHVILLE,TN,36.2156867,-86.7532946,37207.0
"1008  SOLLEY DR, Nashville, TN",136500,2013-02-01,NASHVILLE,TN,36.2311705,-86.7272307,37216.0
"993  GWYNN DR, Nashville, TN",96000,2013-02-04,NASHVILLE,TN,36.2284733,-86.7280168,37216.0
"935  CURDWOOD BLVD, Nashville, TN",178500,2013-02-15,NASHVILLE,TN,36.2213165,-86.7332074,37216.0
"1067  HORSESHOE DR, Nashville, TN",199900,2013-02-12,NASHVILLE,TN,36.2190642,-86.7338263,37216.0
"3801  BURRUS ST, Nashville, TN",137000,2013-02-21,NASHVILLE,TN,36.215385,-86.734071,37216.0
"1424  NORVEL AVE, Nashville, TN",162000,2013-02-22,NASHVILLE,TN,36.2153063,-86.7236436,37216.0
"4112  ADDINE ST, Nashville, TN",90000,2013-02-25,NASHVILLE,TN,36.2173064,-86.7154988,37216.0
"605  NAWAKWA TRL, Nashville, TN",149500,2013-02-15,MADISON,TN,36.2364698,-86.6651701,37115.0
"1512  MOHAWK TRL, Nashville, TN",64000,2013-02-08,MADISON,TN,36.2336537,-86.6563337,37115.0
"1518  MOHAWK TRL, Nashville, TN",58000,2013-02-08,MADISON,TN,36.2335278,-86.6562725,37115.0
"2512  WOODYHILL DR, Nashville, TN",132000,2013-02-22,NASHVILLE,TN,36.2100347,-86.7573396,37207.0
"216  QUEEN AVE, Nashville, TN",18500,2013-02-06,NASHVILLE,TN,36.2081398,-86.7645331,37207.0
"113  EASTMORELAND ST, Nashville, TN",15000,2013-02-19,NASHVILLE,TN,36.1954868,-86.7705507,37207.0
"1311 A  STAINBACK AVE, Nashville, TN",42500,2013-02-21,NASHVILLE,TN,36.1908781,-86.7650125,37207.0
"1200  N 6TH ST, Nashville, TN",238750,2013-02-14,NASHVILLE,TN,36.192431,-86.760862,37207.0
"2514  BETHWOOD DR, Nashville, TN",45000,2013-02-04,NASHVILLE,TN,36.2130355,-86.7528364,37207.0
"1003  IVERSON AVE, Nashville, TN",103000,2013-02-11,NASHVILLE,TN,36.208926,-86.7398232,37216.0
"1301  MCCHESNEY AVE, Nashville, TN",230000,2013-02-20,NASHVILLE,TN,36.212539,-86.724909,37216.0
"1311  GREENFIELD AVE, Nashville, TN",125000,2013-02-15,NASHVILLE,TN,36.2097469,-86.7246864,37216.0
"1414  SHELTON AVE, Nashville, TN",158500,2013-02-19,NASHVILLE,TN,36.208447,-86.7228275,37216.0
"1239  MCGAVOCK PIKE, Nashville, TN",118000,2013-02-11,NASHVILLE,TN,36.204407,-86.730195,37216.0
"2300  STRATFORD AVE, Nashville, TN",200000,2013-02-22,NASHVILLE,TN,36.207775,-86.717054,37216.0
"1309  LITTON AVE, Nashville, TN",146000,2013-02-18,NASHVILLE,TN,36.2020026,-86.7345361,37216.0
"2417  BRANCH ST, Nashville, TN",104500,2013-02-04,NASHVILLE,TN,36.2015458,-86.7250265,37216.0
"2112  RIVERSIDE DR, Nashville, TN",136200,2013-02-22,NASHVILLE,TN,36.2021787,-86.7228024,37216.0
"1903  RIVERSIDE DR, Nashville, TN",132400,2013-02-04,NASHVILLE,TN,36.251535,-86.6415112,37138.0
"1907  MARSDEN AVE, Nashville, TN",153000,2013-02-22,NASHVILLE,TN,36.2003882,-86.7163194,37216.0
"1710  MARSDEN AVE, Nashville, TN",254000,2013-02-26,NASHVILLE,TN,36.2006717,-86.7224555,37216.0
"951  CAHAL AVE, Nashville, TN",289900,2013-02-28,NASHVILLE,TN,36.1970147,-86.7453368,37206.0
"921  DOUGLAS AVE, Nashville, TN",17500,2013-02-06,NASHVILLE,TN,36.1931206,-86.7484285,37206.0
"2408  N 16TH ST, Nashville, TN",85000,2013-02-26,NASHVILLE,TN,36.1932444,-86.7370938,37206.0
"1309  CHESTER AVE, Nashville, TN",109000,2013-02-18,NASHVILLE,TN,36.1949418,-86.7359006,37206.0
"1118  CAHAL AVE, Nashville, TN",305000,2013-02-11,NASHVILLE,TN,36.1963464,-86.7398297,37206.0
"1525  WAYNE DR, Nashville, TN",140000,2013-02-26,NASHVILLE,TN,36.1938905,-86.7161271,37206.0
"1823  WELCOME LN, Nashville, TN",152000,2013-02-04,NASHVILLE,TN,36.1982931,-86.7104958,37216.0
"0  WENDELL AVE, Nashville, TN",89800,2013-02-04,NASHVILLE,TN,36.1939754,-86.7105305,37206.0
"1522  WENDELL AVE, Nashville, TN",89800,2013-02-04,NASHVILLE,TN,36.1931791,-86.7107347,37206.0
"812  N 2ND ST, Nashville, TN",36000,2013-02-04,NASHVILLE,TN,36.1847091,-86.7713188,37207.0
"824  N 2ND ST, Nashville, TN",16000,2013-02-11,NASHVILLE,TN,36.1850411,-86.7712778,37207.0
"317  HANCOCK ST, Nashville, TN",35000,2013-02-26,NASHVILLE,TN,36.1838312,-86.7678323,37207.0
"700  N 2ND ST, Nashville, TN",21000,2013-02-07,NASHVILLE,TN,36.183084,-86.77152,37207.0
"816  SHELBY AVE, Nashville, TN",140000,2013-02-28,NASHVILLE,TN,36.1699861,-86.7557512,37206.0
"818  SHELBY AVE, Nashville, TN",140000,2013-02-28,NASHVILLE,TN,36.1699989,-86.7557177,37206.0
"1125  SHARPE AVE, Nashville, TN",110000,2013-02-15,NASHVILLE,TN,36.1890893,-86.7450818,37206.0
"2512  SOLON DR, Nashville, TN",225000,2013-02-12,NASHVILLE,TN,36.1893975,-86.7131507,37206.0
"418  ROSEBANK AVE, Nashville, TN",170000,2013-02-19,NASHVILLE,TN,36.186645,-86.719747,37206.0
"2616  SOLON DR, Nashville, TN",148500,2013-02-22,NASHVILLE,TN,36.1895306,-86.7109188,37206.0
"1301  EASTLAND AVE, Nashville, TN",375000,2013-02-22,NASHVILLE,TN,36.183618,-86.745824,37206.0
"1304  CALVIN AVE, Nashville, TN",260000,2013-02-27,NASHVILLE,TN,36.1813028,-86.7461035,37206.0
"725  POWERS AVE, Nashville, TN",118000,2013-02-15,NASHVILLE,TN,36.1829079,-86.7305259,37206.0
"1212  ORDWAY PL, Nashville, TN",485000,2013-02-15,NASHVILLE,TN,36.1803436,-86.7477394,37206.0
"1111  HOLLY ST, Nashville, TN",535000,2013-02-01,NASHVILLE,TN,36.1762032,-86.7492038,37206.0
"209  N 16TH ST, Nashville, TN",507000,2013-02-13,NASHVILLE,TN,36.1785718,-86.7415844,37206.0
"1700  ORDWAY PL, Nashville, TN",275000,2013-02-07,NASHVILLE,TN,36.179478,-86.739202,37206.0
"1307  BOSCOBEL ST, Nashville, TN",216000,2013-02-22,NASHVILLE,TN,36.1722073,-86.7471877,37206.0
"1711  RUSSELL ST, Nashville, TN",215000,2013-02-21,NASHVILLE,TN,36.1741818,-86.7387574,37206.0
"1707  FATHERLAND ST, Nashville, TN",425000,2013-02-15,NASHVILLE,TN,36.1732004,-86.7396391,37206.0
"1109  OZARK ST, Nashville, TN",83000,2013-02-25,NASHVILLE,TN,36.1633159,-86.7528042,37206.0
"921  S 12TH ST, Nashville, TN",56000,2013-02-27,NASHVILLE,TN,36.163378,-86.749779,37206.0
"1111  OZARK ST, Nashville, TN",87500,2013-02-21,NASHVILLE,TN,36.1633138,-86.7527801,37206.0
"909  DEBOW ST, Nashville, TN",50000,2013-02-15,OLD HICKORY,TN,36.261712,-86.648982,37138.0
"118  NEWPORT DR, Nashville, TN",88000,2013-02-14,OLD HICKORY,TN,36.2542464,-86.6521947,37138.0
"123  RAY AVE, Nashville, TN",112000,2013-02-22,OLD HICKORY,TN,36.2407949,-86.6405259,37138.0
"616  ELLIS CT, Nashville, TN",131300,2013-02-15,OLD HICKORY,TN,36.2375424,-86.6342637,37138.0
"4312  OLD HICKORY BLVD, Nashville, TN",55000,2013-02-04,OLD HICKORY,TN,36.1607328,-86.9249956,37218.0
"681  DUTCHMANS DR, Nashville, TN",124000,2013-02-01,HERMITAGE,TN,36.2050862,-86.5964259,37076.0
"2132  BROOKVIEW DR, Nashville, TN",164900,2013-02-15,NASHVILLE,TN,36.1768717,-86.696488,37214.0
"2153  BROOKVIEW DR, Nashville, TN",119600,2013-02-22,NASHVILLE,TN,36.1764435,-86.6953115,37214.0
"2330  REVERE PL, Nashville, TN",144000,2013-02-18,NASHVILLE,TN,36.1729651,-86.6857402,37214.0
"4113  NEW HOPE MEADOW RD, Nashville, TN",145000,2013-02-15,HERMITAGE,TN,36.1906708,-86.5811912,37076.0
"2219  JUNE DR, Nashville, TN",152000,2013-02-08,NASHVILLE,TN,36.1689454,-86.6940417,37214.0
"2417  CLOVERDALE RD, Nashville, TN",136250,2013-02-12,NASHVILLE,TN,36.158818,-86.682463,37214.0
"115  DONELSONWOOD DR, Nashville, TN",112000,2013-02-08,NASHVILLE,TN,36.1673676,-86.6571821,37214.0
"2729  BLUEFIELD AVE, Nashville, TN",198000,2013-02-16,NASHVILLE,TN,36.164992,-86.6659565,37214.0
"2928  DUNMORE DR, Nashville, TN",88500,2013-02-07,NASHVILLE,TN,36.1550335,-86.6574814,37214.0
"937  GIANT OAK DR, Nashville, TN",149900,2013-02-20,NASHVILLE,TN,36.126508,-86.7235988,37217.0
"335  WIMPOLE DR, Nashville, TN",129900,2013-02-07,NASHVILLE,TN,36.1239836,-86.720328,37211.0
"16  JACQULYN DR, Nashville, TN",118000,2013-02-15,NASHVILLE,TN,36.1201868,-86.7218522,37211.0
"1218  VULTEE BLVD, Nashville, TN",91000,2013-02-07,NASHVILLE,TN,36.123822,-86.7030203,37217.0
"1321  SATURN DR, Nashville, TN",111000,2013-02-15,NASHVILLE,TN,36.1200012,-86.700184,37217.0
"305  HONEYHILL DR, Nashville, TN",127000,2013-02-14,NASHVILLE,TN,36.0985503,-86.6679168,37217.0
"340  CLEARLAKE DR W, Nashville, TN",137000,2013-02-26,NASHVILLE,TN,36.0919365,-86.6145696,37217.0
"3505  LANAWOOD DR, Nashville, TN",158000,2013-02-15,NASHVILLE,TN,36.091483,-86.609712,37217.0
"4603  FANNING DR, Nashville, TN",86500,2013-02-07,ANTIOCH,TN,36.0715367,-86.6740946,37013.0
"4601  DOWDY DR, Nashville, TN",95000,2013-02-04,ANTIOCH,TN,36.070816,-86.671451,37013.0
"808  PEBBLE CREEK CT, Nashville, TN",132000,2013-02-27,ANTIOCH,TN,36.071336,-86.6552636,37013.0
"3205  AGATHA CT, Nashville, TN",59000,2013-02-15,ANTIOCH,TN,36.0826866,-86.6020759,37013.0
"2917  SHEANA WAY, Nashville, TN",35000,2013-02-18,ANTIOCH,TN,36.0811013,-86.6033916,37013.0
"4021  LANCASHIRE DR, Nashville, TN",138200,2013-02-13,ANTIOCH,TN,36.0807892,-86.5992171,37013.0
"3525  SHAKERTOWN RD, Nashville, TN",133000,2013-02-26,ANTIOCH,TN,36.0790054,-86.5982122,37013.0
"401  SPRINGTIME CT, Nashville, TN",123500,2013-02-28,ANTIOCH,TN,36.076261,-86.603721,37013.0
"3217  COUNTRY LAWN DR, Nashville, TN",53150,2013-02-08,ANTIOCH,TN,36.0734391,-86.6027809,37013.0
"3337  OAK TREES CT, Nashville, TN",64900,2013-02-15,ANTIOCH,TN,36.0748714,-86.6074138,37013.0
"1016  GARFIELD ST, Nashville, TN",58600,2013-02-22,NASHVILLE,TN,36.177186,-86.799984,37208.0
"69  CANNON ST, Nashville, TN",7000,2013-03-25,NASHVILLE,TN,36.1506352,-86.7573106,37210.0
"506  SOUTHERN TURF DR, Nashville, TN",68000,2013-03-20,NASHVILLE,TN,36.1265319,-86.7588952,37211.0
"530  ROSEDALE AVE, Nashville, TN",160000,2013-03-08,NASHVILLE,TN,36.1241217,-86.7602108,37211.0
"93  ROSE ST, Nashville, TN",34000,2013-03-07,NASHVILLE,TN,36.1228948,-86.7401849,37210.0
"319  WHITSETT RD, Nashville, TN",120400,2013-03-09,NASHVILLE,TN,36.115254,-86.745631,37210.0
"55  PEACHTREE ST, Nashville, TN",52000,2013-03-21,NASHVILLE,TN,36.1195397,-86.7348433,37210.0
"2717  DRUID DR, Nashville, TN",35000,2013-03-21,NASHVILLE,TN,36.1139018,-86.7334689,37210.0
"424  MCIVER ST, Nashville, TN",114900,2013-03-25,NASHVILLE,TN,36.1041228,-86.7437471,37211.0
"248  MORTON AVE, Nashville, TN",141500,2013-03-01,NASHVILLE,TN,36.1059583,-86.736918,37211.0
"2920  DOBBS AVE, Nashville, TN",175000,2013-03-14,NASHVILLE,TN,36.1076784,-86.736166,37211.0
"227  RAYMOND ST, Nashville, TN",39000,2013-03-20,NASHVILLE,TN,36.0987576,-86.7403572,37211.0
"3223  SOUTHLAKE DR, Nashville, TN",109000,2013-03-18,NASHVILLE,TN,36.1029156,-86.7304782,37211.0
"4822  SUNLIGHT DR, Nashville, TN",97900,2013-03-22,NASHVILLE,TN,36.0857324,-86.7057374,37211.0
"688  HARDING PL, Nashville, TN",160000,2013-03-01,NASHVILLE,TN,36.0848553,-86.7035211,37211.0
"500  RICHMAR DR, Nashville, TN",252500,2013-03-11,NASHVILLE,TN,36.079149,-86.753063,37211.0
"4915  TROUSDALE DR, Nashville, TN",190000,2013-03-05,NASHVILLE,TN,36.0729351,-86.7591524,37220.0
"501  CRIEVE RD, Nashville, TN",153300,2013-03-19,NASHVILLE,TN,36.066767,-86.759519,37220.0
"5149  REGENT DR, Nashville, TN",178000,2013-03-21,NASHVILLE,TN,36.0618867,-86.7696234,37220.0
"4732  DANBY DR, Nashville, TN",78000,2013-03-06,NASHVILLE,TN,36.0799497,-86.7447479,37211.0
"4804  SHADESCREST DR, Nashville, TN",207000,2013-03-15,NASHVILLE,TN,36.0765955,-86.7366822,37211.0
"4811  OVERCREST DR, Nashville, TN",257500,2013-03-15,NASHVILLE,TN,36.0756331,-86.7345855,37211.0
"5034  SUTER DR, Nashville, TN",155000,2013-03-11,NASHVILLE,TN,36.0708844,-86.736699,37211.0
"534  NORTHCREST DR, Nashville, TN",157903,2013-03-22,NASHVILLE,TN,36.0666372,-86.7259185,37211.0
"505  BONERWOOD DR, Nashville, TN",163500,2013-03-18,NASHVILLE,TN,36.069338,-86.730306,37211.0
"5128  COCHRAN DR, Nashville, TN",259900,2013-03-01,NASHVILLE,TN,36.0620055,-86.7501327,37220.0
"229  WALLACE RD, Nashville, TN",105000,2013-03-12,NASHVILLE,TN,36.078924,-86.707473,37211.0
"308  LEOPOLE RD, Nashville, TN",139000,2013-03-22,NASHVILLE,TN,36.0761076,-86.7100654,37211.0
"3825  CREEKSIDE DR, Nashville, TN",134000,2013-03-15,NASHVILLE,TN,36.0671793,-86.6947975,37211.0
"345  MELPAR DR, Nashville, TN",154900,2013-03-08,NASHVILLE,TN,36.064509,-86.706872,37211.0
"486  BRENTVIEW HILLS DR, Nashville, TN",325000,2013-03-18,NASHVILLE,TN,36.0547385,-86.7553349,37220.0
"5235  KINCANNON DR, Nashville, TN",291000,2013-03-08,NASHVILLE,TN,36.0560105,-86.7532677,37220.0
"6032  MANOR PL, Nashville, TN",380500,2013-03-15,BRENTWOOD,TN,36.044065,-86.7543872,37027.0
"569  MCMURRAY DR, Nashville, TN",165000,2013-03-01,NASHVILLE,TN,36.054773,-86.729046,37211.0
"186  OLD TUSCULUM RD, Nashville, TN",85000,2013-03-11,ANTIOCH,TN,36.053696,-86.6948438,37013.0
"157  OCALA DR, Nashville, TN",87000,2013-03-08,ANTIOCH,TN,36.049812,-86.692635,37013.0
"116  VALLEY WAY, Nashville, TN",119000,2013-03-25,ANTIOCH,TN,36.0505012,-86.6928829,37013.0
"212  ASH GROVE DR, Nashville, TN",128200,2013-03-29,NASHVILLE,TN,36.0491838,-86.6997542,37211.0
"616  BROOK DR, Nashville, TN",146000,2013-03-15,ANTIOCH,TN,36.046158,-86.692209,37013.0
"636  ROXANNE DR, Nashville, TN",130000,2013-03-01,ANTIOCH,TN,36.0489963,-86.6906488,37013.0
"5409  ASHLAWN DR, Nashville, TN",43000,2013-03-06,NASHVILLE,TN,36.0486737,-86.7000714,37211.0
"5620  CLOVERMEADE DR, Nashville, TN",318150,2013-03-27,BRENTWOOD,TN,36.0335625,-86.7592498,37027.0
"700  CLOVERBROOK CT, Nashville, TN",306250,2013-03-01,BRENTWOOD,TN,36.029888,-86.7615867,37027.0
"6018  HAWKDALE DR, Nashville, TN",164500,2013-03-04,NASHVILLE,TN,36.0296744,-86.7145133,37211.0
"433  W BEND DR, Nashville, TN",84500,2013-03-07,NASHVILLE,TN,36.1481526,-86.8709402,37209.0
"230 B  54TH AVE N, Nashville, TN",210000,2013-03-05,NASHVILLE,TN,36.1481582,-86.8528491,37209.0
"714  27TH AVE N, Nashville, TN",120000,2013-03-15,NASHVILLE,TN,36.1589052,-86.8162762,37208.0
"509  19TH AVE N, Nashville, TN",60000,2013-03-27,NASHVILLE,TN,36.1587697,-86.8022157,37203.0
"831  SUMMERLY DR, Nashville, TN",155000,2013-03-14,NASHVILLE,TN,36.1349321,-86.8795833,37209.0
"6712  FLEETWOOD DR, Nashville, TN",295000,2013-03-18,NASHVILLE,TN,36.1338065,-86.8809422,37205.0
"4709  WYOMING AVE, Nashville, TN",574000,2013-03-01,NASHVILLE,TN,36.1453889,-86.8433349,37209.0
"4200  IDAHO AVE, Nashville, TN",593224,2013-03-07,NASHVILLE,TN,36.146856,-86.836939,37209.0
"707  KENDALL DR, Nashville, TN",292000,2013-03-28,NASHVILLE,TN,36.136793,-86.861631,37209.0
"711  KENDALL DR, Nashville, TN",290000,2013-03-08,NASHVILLE,TN,36.1367752,-86.8616391,37209.0
"517  WILSON BLVD, Nashville, TN",535000,2013-03-22,NASHVILLE,TN,36.1384649,-86.8335678,37205.0
"5805  VINE RIDGE DR, Nashville, TN",370000,2013-03-15,NASHVILLE,TN,36.1330536,-86.8624508,37205.0
"106  LAUDERDALE RD, Nashville, TN",350000,2013-03-28,NASHVILLE,TN,36.1317799,-86.8371114,37205.0
"104 1  LAUDERDALE RD, Nashville, TN",475000,2013-03-28,NASHVILLE,TN,36.1354034,-86.8398214,37205.0
"117  38TH AVE N, Nashville, TN",195000,2013-03-20,NASHVILLE,TN,36.1417241,-86.8303908,37209.0
"323  GREENWAY AVE, Nashville, TN",656000,2013-03-22,NASHVILLE,TN,36.1386303,-86.8251621,37205.0
"2804  BELCOURT AVE, Nashville, TN",285000,2013-03-13,NASHVILLE,TN,36.1372074,-86.8113147,37212.0
"3713  RICHLAND AVE, Nashville, TN",1500000,2013-03-14,NASHVILLE,TN,36.1344749,-86.8292891,37205.0
"2505  BARTON AVE, Nashville, TN",863000,2013-03-15,NASHVILLE,TN,36.133462,-86.807462,37212.0
"215  CARDEN AVE, Nashville, TN",630000,2013-03-04,NASHVILLE,TN,36.1306438,-86.8306932,37205.0
"2615  ASHWOOD AVE, Nashville, TN",825000,2013-03-05,NASHVILLE,TN,36.1302696,-86.8107641,37212.0
"2227  BLAIR BLVD, Nashville, TN",424000,2013-03-15,NASHVILLE,TN,36.1307375,-86.8058667,37212.0
"2135  ASHWOOD AVE, Nashville, TN",167000,2013-03-07,NASHVILLE,TN,36.1293587,-86.8031901,37212.0
"2111  SUNSET PL, Nashville, TN",700000,2013-03-08,NASHVILLE,TN,36.1283575,-86.8033454,37212.0
"2712  WOODLAWN DR, Nashville, TN",387500,2013-03-04,NASHVILLE,TN,36.1260306,-86.8111697,37212.0
